trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,continuous_stops,area_id,service_area_radius
t_165096_b_2887_tn_23,17:40:00,17:40:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_23,17:42:00,17:42:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_23,17:51:00,17:51:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_23,17:55:00,17:55:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_23,18:05:00,18:05:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_23,18:07:00,18:07:00,794724,6,,0,0,14111.24012221,0,0,,
t_165096_b_2887_tn_24,18:00:00,18:00:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_24,18:02:00,18:02:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_24,18:11:00,18:11:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_24,18:15:00,18:15:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_24,18:25:00,18:25:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_24,18:27:00,18:27:00,794724,6,,0,0,14111.24012221,0,0,,
t_165096_b_2887_tn_25,18:20:00,18:20:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_25,18:22:00,18:22:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_25,18:31:00,18:31:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_25,18:35:00,18:35:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_25,18:45:00,18:45:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_25,18:47:00,18:47:00,794724,6,,0,0,14111.24012221,0,0,,
t_165096_b_2887_tn_26,18:40:00,18:40:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_26,18:42:00,18:42:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_26,18:51:00,18:51:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_26,18:55:00,18:55:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_26,19:05:00,19:05:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_26,19:07:00,19:07:00,794724,6,,0,0,14111.24012221,0,0,,
t_165096_b_2887_tn_27,19:00:00,19:00:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_27,19:02:00,19:02:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_27,19:11:00,19:11:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_27,19:15:00,19:15:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_27,19:25:00,19:25:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_27,19:27:00,19:27:00,794724,6,,0,0,14111.24012221,0,0,,
t_165096_b_2887_tn_28,19:20:00,19:20:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_28,19:22:00,19:22:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_28,19:31:00,19:31:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_28,19:35:00,19:35:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_28,19:45:00,19:45:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_28,19:47:00,19:47:00,794724,6,,0,0,14111.24012221,0,0,,
t_165096_b_2887_tn_29,19:40:00,19:40:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_29,19:42:00,19:42:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_29,19:51:00,19:51:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_29,19:55:00,19:55:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_29,20:05:00,20:05:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_29,20:07:00,20:07:00,794724,6,,0,0,14111.24012221,0,0,,
t_165096_b_2887_tn_3,11:00:00,11:00:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_3,11:02:00,11:02:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_3,11:11:00,11:11:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_3,11:15:00,11:15:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_3,11:25:00,11:25:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_3,11:27:00,11:27:00,794724,6,,0,0,14111.24012221,0,0,,
t_165096_b_2887_tn_30,20:00:00,20:00:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_30,20:02:00,20:02:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_30,20:11:00,20:11:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_30,20:15:00,20:15:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_30,20:25:00,20:25:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_30,20:27:00,20:27:00,794724,6,,0,0,14111.24012221,0,0,,
t_165096_b_2887_tn_31,20:20:00,20:20:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_31,20:22:00,20:22:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_31,20:31:00,20:31:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_31,20:35:00,20:35:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_31,20:45:00,20:45:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_31,20:47:00,20:47:00,794724,6,,0,0,14111.24012221,0,0,,
t_165096_b_2887_tn_32,20:40:00,20:40:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_32,20:42:00,20:42:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_32,20:51:00,20:51:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_32,20:55:00,20:55:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_32,21:05:00,21:05:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_32,21:07:00,21:07:00,794724,6,,0,0,14111.24012221,0,0,,
t_165096_b_2887_tn_33,21:00:00,21:00:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_33,21:02:00,21:02:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_33,21:11:00,21:11:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_33,21:15:00,21:15:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_33,21:25:00,21:25:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_33,21:27:00,21:27:00,794724,6,,0,0,14111.24012221,0,0,,
t_165096_b_2887_tn_34,21:20:00,21:20:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_34,21:22:00,21:22:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_34,21:31:00,21:31:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_34,21:35:00,21:35:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_34,21:45:00,21:45:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_34,21:47:00,21:47:00,794724,6,,0,0,14111.24012221,0,0,,
t_165096_b_2887_tn_35,21:40:00,21:40:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_35,21:42:00,21:42:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_35,21:51:00,21:51:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_35,21:55:00,21:55:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_35,22:05:00,22:05:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_35,22:07:00,22:07:00,794724,6,,0,0,14111.24012221,0,0,,
t_165096_b_2887_tn_4,11:20:00,11:20:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_4,11:22:00,11:22:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_4,11:31:00,11:31:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_4,11:35:00,11:35:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_4,11:45:00,11:45:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_4,11:47:00,11:47:00,794724,6,,0,0,14111.24012221,0,0,,
t_165096_b_2887_tn_5,11:40:00,11:40:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_5,11:42:00,11:42:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_5,11:51:00,11:51:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_5,11:55:00,11:55:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_5,12:05:00,12:05:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_5,12:07:00,12:07:00,794724,6,,0,0,14111.24012221,0,0,,
t_165096_b_2887_tn_6,12:00:00,12:00:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_6,12:02:00,12:02:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_6,12:11:00,12:11:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_6,12:15:00,12:15:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_6,12:25:00,12:25:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_6,12:27:00,12:27:00,794724,6,,0,0,14111.24012221,0,0,,
t_165096_b_2887_tn_7,12:20:00,12:20:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_7,12:22:00,12:22:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_7,12:31:00,12:31:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_7,12:35:00,12:35:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_7,12:45:00,12:45:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_7,12:47:00,12:47:00,794724,6,,0,0,14111.24012221,0,0,,
t_165096_b_2887_tn_8,12:40:00,12:40:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_8,12:42:00,12:42:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_8,12:51:00,12:51:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_8,12:55:00,12:55:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_8,13:05:00,13:05:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_8,13:07:00,13:07:00,794724,6,,0,0,14111.24012221,0,0,,
t_165096_b_2887_tn_9,13:00:00,13:00:00,781718,1,,0,0,0,0,0,,
t_165096_b_2887_tn_9,13:02:00,13:02:00,781720,2,,0,0,844.503937365361,0,0,,
t_165096_b_2887_tn_9,13:11:00,13:11:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165096_b_2887_tn_9,13:15:00,13:15:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165096_b_2887_tn_9,13:25:00,13:25:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165096_b_2887_tn_9,13:27:00,13:27:00,794724,6,,0,0,14111.24012221,0,0,,
t_165097_b_2887_tn_1,22:10:00,22:10:00,781718,1,,0,0,0,0,0,,
t_165097_b_2887_tn_1,22:12:00,22:12:00,781720,2,,0,0,844.503937365361,0,0,,
t_165097_b_2887_tn_1,22:21:00,22:21:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165097_b_2887_tn_1,22:25:00,22:25:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165097_b_2887_tn_1,22:35:00,22:35:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165097_b_2887_tn_1,22:37:00,22:37:00,794724,6,,0,0,14111.24012221,0,0,,
t_165097_b_2887_tn_2,22:45:00,22:45:00,781718,1,,0,0,0,0,0,,
t_165097_b_2887_tn_2,22:47:00,22:47:00,781720,2,,0,0,844.503937365361,0,0,,
t_165097_b_2887_tn_2,22:56:00,22:56:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165097_b_2887_tn_2,23:00:00,23:00:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165097_b_2887_tn_2,23:10:00,23:10:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165097_b_2887_tn_2,23:12:00,23:12:00,794724,6,,0,0,14111.24012221,0,0,,
t_165097_b_2887_tn_3,23:20:00,23:20:00,781718,1,,0,0,0,0,0,,
t_165097_b_2887_tn_3,23:22:00,23:22:00,781720,2,,0,0,844.503937365361,0,0,,
t_165097_b_2887_tn_3,23:31:00,23:31:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165097_b_2887_tn_3,23:35:00,23:35:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165097_b_2887_tn_3,23:45:00,23:45:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165097_b_2887_tn_3,23:47:00,23:47:00,794724,6,,0,0,14111.24012221,0,0,,
t_165098_b_2887_tn_0,23:55:00,23:55:00,781718,1,,0,0,0,0,0,,
t_165098_b_2887_tn_0,23:57:00,23:57:00,781720,2,,0,0,844.503937365361,0,0,,
t_165098_b_2887_tn_0,24:06:00,24:06:00,781722,3,,0,0,8990.91062710635,0,0,,
t_165098_b_2887_tn_0,24:10:00,24:10:00,781726,4,,0,0,11395.6367944848,0,0,,
t_165098_b_2887_tn_0,24:18:00,24:18:00,781730,5,,0,0,12307.5342158818,0,0,,
t_165098_b_2887_tn_0,24:20:00,24:20:00,794724,6,,0,0,14111.24012221,0,0,,
t_165099_b_2887_tn_1,00:30:00,00:30:00,794724,1,,0,0,0,0,0,,
t_165099_b_2887_tn_1,00:34:00,00:34:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_2887_tn_1,00:37:00,00:37:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_2887_tn_1,00:41:00,00:41:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_2887_tn_1,00:50:00,00:50:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_2887_tn_1,00:55:00,00:55:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_2887_tn_10,05:45:00,05:45:00,794724,1,,0,0,0,0,0,,
t_165099_b_2887_tn_10,05:49:00,05:49:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_2887_tn_10,05:52:00,05:52:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_2887_tn_10,05:56:00,05:56:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_2887_tn_10,06:05:00,06:05:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_2887_tn_10,06:10:00,06:10:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_2887_tn_11,06:20:00,06:20:00,794724,1,,0,0,0,0,0,,
t_165099_b_2887_tn_11,06:24:00,06:24:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_2887_tn_11,06:27:00,06:27:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_2887_tn_11,06:31:00,06:31:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_2887_tn_11,06:40:00,06:40:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_2887_tn_11,06:45:00,06:45:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_2887_tn_12,06:55:00,06:55:00,794724,1,,0,0,0,0,0,,
t_165099_b_2887_tn_12,06:59:00,06:59:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_2887_tn_12,07:02:00,07:02:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_2887_tn_12,07:06:00,07:06:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_2887_tn_12,07:15:00,07:15:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_2887_tn_12,07:20:00,07:20:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_2887_tn_2,01:05:00,01:05:00,794724,1,,0,0,0,0,0,,
t_165099_b_2887_tn_2,01:09:00,01:09:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_2887_tn_2,01:12:00,01:12:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_2887_tn_2,01:16:00,01:16:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_2887_tn_2,01:25:00,01:25:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_2887_tn_2,01:30:00,01:30:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_2887_tn_3,01:40:00,01:40:00,794724,1,,0,0,0,0,0,,
t_165099_b_2887_tn_3,01:44:00,01:44:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_2887_tn_3,01:47:00,01:47:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_2887_tn_3,01:51:00,01:51:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_2887_tn_3,02:00:00,02:00:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_2887_tn_3,02:05:00,02:05:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_2887_tn_4,02:15:00,02:15:00,794724,1,,0,0,0,0,0,,
t_165099_b_2887_tn_4,02:19:00,02:19:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_2887_tn_4,02:22:00,02:22:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_2887_tn_4,02:26:00,02:26:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_2887_tn_4,02:35:00,02:35:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_2887_tn_4,02:40:00,02:40:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_2887_tn_5,02:50:00,02:50:00,794724,1,,0,0,0,0,0,,
t_165099_b_2887_tn_5,02:54:00,02:54:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_2887_tn_5,02:57:00,02:57:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_2887_tn_5,03:01:00,03:01:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_2887_tn_5,03:10:00,03:10:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_2887_tn_5,03:15:00,03:15:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_2887_tn_6,03:25:00,03:25:00,794724,1,,0,0,0,0,0,,
t_165099_b_2887_tn_6,03:29:00,03:29:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_2887_tn_6,03:32:00,03:32:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_2887_tn_6,03:36:00,03:36:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_2887_tn_6,03:45:00,03:45:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_2887_tn_6,03:50:00,03:50:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_2887_tn_7,04:00:00,04:00:00,794724,1,,0,0,0,0,0,,
t_165099_b_2887_tn_7,04:04:00,04:04:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_2887_tn_7,04:07:00,04:07:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_2887_tn_7,04:11:00,04:11:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_2887_tn_7,04:20:00,04:20:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_2887_tn_7,04:25:00,04:25:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_2887_tn_8,04:35:00,04:35:00,794724,1,,0,0,0,0,0,,
t_165099_b_2887_tn_8,04:39:00,04:39:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_2887_tn_8,04:42:00,04:42:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_2887_tn_8,04:46:00,04:46:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_2887_tn_8,04:55:00,04:55:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_2887_tn_8,05:00:00,05:00:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_2887_tn_9,05:10:00,05:10:00,794724,1,,0,0,0,0,0,,
t_165099_b_2887_tn_9,05:14:00,05:14:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_2887_tn_9,05:17:00,05:17:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_2887_tn_9,05:21:00,05:21:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_2887_tn_9,05:30:00,05:30:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_2887_tn_9,05:35:00,05:35:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_none_tn_1,00:30:00,00:30:00,794724,1,,0,0,0,0,0,,
t_165099_b_none_tn_1,00:34:00,00:34:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_none_tn_1,00:37:00,00:37:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_none_tn_1,00:41:00,00:41:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_none_tn_1,00:50:00,00:50:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_none_tn_1,00:55:00,00:55:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_none_tn_10,05:45:00,05:45:00,794724,1,,0,0,0,0,0,,
t_165099_b_none_tn_10,05:49:00,05:49:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_none_tn_10,05:52:00,05:52:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_none_tn_10,05:56:00,05:56:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_none_tn_10,06:05:00,06:05:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_none_tn_10,06:10:00,06:10:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_none_tn_11,06:20:00,06:20:00,794724,1,,0,0,0,0,0,,
t_165099_b_none_tn_11,06:24:00,06:24:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_none_tn_11,06:27:00,06:27:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_none_tn_11,06:31:00,06:31:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_none_tn_11,06:40:00,06:40:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_none_tn_11,06:45:00,06:45:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_none_tn_12,06:55:00,06:55:00,794724,1,,0,0,0,0,0,,
t_165099_b_none_tn_12,06:59:00,06:59:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_none_tn_12,07:02:00,07:02:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_none_tn_12,07:06:00,07:06:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_none_tn_12,07:15:00,07:15:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_none_tn_12,07:20:00,07:20:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_none_tn_2,01:05:00,01:05:00,794724,1,,0,0,0,0,0,,
t_165099_b_none_tn_2,01:09:00,01:09:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_none_tn_2,01:12:00,01:12:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_none_tn_2,01:16:00,01:16:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_none_tn_2,01:25:00,01:25:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_none_tn_2,01:30:00,01:30:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_none_tn_3,01:40:00,01:40:00,794724,1,,0,0,0,0,0,,
t_165099_b_none_tn_3,01:44:00,01:44:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_none_tn_3,01:47:00,01:47:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_none_tn_3,01:51:00,01:51:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_none_tn_3,02:00:00,02:00:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_none_tn_3,02:05:00,02:05:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_none_tn_4,02:15:00,02:15:00,794724,1,,0,0,0,0,0,,
t_165099_b_none_tn_4,02:19:00,02:19:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_none_tn_4,02:22:00,02:22:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_none_tn_4,02:26:00,02:26:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_none_tn_4,02:35:00,02:35:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_none_tn_4,02:40:00,02:40:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_none_tn_5,02:50:00,02:50:00,794724,1,,0,0,0,0,0,,
t_165099_b_none_tn_5,02:54:00,02:54:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_none_tn_5,02:57:00,02:57:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_none_tn_5,03:01:00,03:01:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_none_tn_5,03:10:00,03:10:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_none_tn_5,03:15:00,03:15:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_none_tn_6,03:25:00,03:25:00,794724,1,,0,0,0,0,0,,
t_165099_b_none_tn_6,03:29:00,03:29:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_none_tn_6,03:32:00,03:32:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_none_tn_6,03:36:00,03:36:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_none_tn_6,03:45:00,03:45:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_none_tn_6,03:50:00,03:50:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_none_tn_7,04:00:00,04:00:00,794724,1,,0,0,0,0,0,,
t_165099_b_none_tn_7,04:04:00,04:04:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_none_tn_7,04:07:00,04:07:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_none_tn_7,04:11:00,04:11:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_none_tn_7,04:20:00,04:20:00,781721,5,,0,0,13268.1197271413,0,0,,
t_165099_b_none_tn_7,04:25:00,04:25:00,781719,6,,0,0,14138.29198368,0,0,,
t_165099_b_none_tn_8,04:35:00,04:35:00,794724,1,,0,0,0,0,0,,
t_165099_b_none_tn_8,04:39:00,04:39:00,781731,2,,0,0,1790.75280662333,0,0,,
t_165099_b_none_tn_8,04:42:00,04:42:00,781727,3,,0,0,2710.83073230541,0,0,,
t_165099_b_none_tn_8,04:46:00,04:46:00,781725,4,,0,0,5111.31468338287,0,0,,
t_165099_b_none_tn_8,04:55:00,04:55:00,781721,5,,0,0,13268.1197271413,0,0,,
